query_id,ref_id,corpus,audio_path,offset_sec,length_sec,seed,section_type,section_label,section_start,section_end,section_duration
hindustani_ab_43_Bhairavi_Thumri_s000_alaap,hindustani_43_Bhairavi_Thumri,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_43_Bhairavi_Thumri_s000_alaap.wav,45.688,10.0,2392799793,alaap,Ālāp-1,0.261,100.87,100.609
hindustani_ab_43_Bhairavi_Thumri_s001_composed,hindustani_43_Bhairavi_Thumri,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_43_Bhairavi_Thumri_s001_composed.wav,336.437,10.0,1837763842,composed,Ṭhumri (vilambit dīpacaṇḍī)-2,100.87,581.451,480.581
hindustani_ab_44_Raag_Abhogi_s000_alaap,hindustani_44_Raag_Abhogi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_44_Raag_Abhogi_s000_alaap.wav,42.12,10.0,2624691362,alaap,Ālāp-1,0.0,95.086,95.086
hindustani_ab_44_Raag_Abhogi_s001_composed,hindustani_44_Raag_Abhogi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_44_Raag_Abhogi_s001_composed.wav,753.688,10.0,3149069976,composed,Khyāl (vilambit ēktāl)-2,95.086,1421.584,1326.498
hindustani_ab_44_Raag_Abhogi_s002_composed,hindustani_44_Raag_Abhogi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_44_Raag_Abhogi_s002_composed.wav,1647.155,10.0,553586825,composed,Khyāl (madhya tīntāl)-3,1421.584,1882.697,461.113
hindustani_ab_45_Raag_Megh_s000_alaap,hindustani_45_Raag_Megh,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_45_Raag_Megh_s000_alaap.wav,36.734,10.0,687920610,alaap,Ālāp-1,0.0,84.343,84.343
hindustani_ab_45_Raag_Megh_s001_composed,hindustani_45_Raag_Megh,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_45_Raag_Megh_s001_composed.wav,723.599,10.0,3595419861,composed,Khyāl (vilambit ēktāl)-2,84.343,1373.4,1289.057
hindustani_ab_45_Raag_Megh_s002_composed,hindustani_45_Raag_Megh,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_45_Raag_Megh_s002_composed.wav,1565.09,10.0,1952287620,composed,Khyāl (dr̥t ēktāl)-3,1373.4,1766.922,393.522
hindustani_ab_46_Raag_Bhimpalasi_s000_composed,hindustani_46_Raag_Bhimpalasi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_46_Raag_Bhimpalasi_s000_composed.wav,400.927,10.0,1468476962,composed,Khyāl (vilambit ēktāl)-1,0.0,811.168,811.168
hindustani_ab_46_Raag_Bhimpalasi_s001_composed,hindustani_46_Raag_Bhimpalasi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_46_Raag_Bhimpalasi_s001_composed.wav,837.055,10.0,2718311968,composed,Khyāl (dr̥t tīntāl)-2,811.168,873.024,61.856
hindustani_ab_47_Raag_Puriya_s000_alaap,hindustani_47_Raag_Puriya,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_47_Raag_Puriya_s000_alaap.wav,118.793,10.0,806834058,alaap,Ālāp-1,0.0,247.936,247.936
hindustani_ab_47_Raag_Puriya_s001_composed,hindustani_47_Raag_Puriya,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_47_Raag_Puriya_s001_composed.wav,704.415,10.0,1938875166,composed,Khyāl (vilambit ēktāl)-2,247.936,1170.75,922.814
hindustani_ab_47_Raag_Puriya_s002_composed,hindustani_47_Raag_Puriya,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_47_Raag_Puriya_s002_composed.wav,1406.293,10.0,3473918140,composed,Khyāl (dr̥t tīntāl)-3,1170.75,1652.363,481.613
hindustani_ab_47_Raag_Puriya_s003_composed,hindustani_47_Raag_Puriya,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_47_Raag_Puriya_s003_composed.wav,1746.069,10.0,83883291,composed,Khyāl (dr̥t ēktāl)-4,1652.363,1849.584,197.221
hindustani_ab_48_Raag_Bahar_s000_alaap,hindustani_48_Raag_Bahar,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_48_Raag_Bahar_s000_alaap.wav,59.715,10.0,3667203208,alaap,Ālāp-1,0.0,129.869,129.869
hindustani_ab_48_Raag_Bahar_s001_composed,hindustani_48_Raag_Bahar,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_48_Raag_Bahar_s001_composed.wav,401.835,10.0,1203686879,composed,Khyāl (dr̥t tīntāl)-2,129.869,683.389,553.52
hindustani_ab_49_Raag_Sawani_s000_alaap,hindustani_49_Raag_Sawani,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_49_Raag_Sawani_s000_alaap.wav,32.041,10.0,2966922891,alaap,Ālāp-1,0.0,74.776,74.776
hindustani_ab_49_Raag_Sawani_s001_composed,hindustani_49_Raag_Sawani,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_49_Raag_Sawani_s001_composed.wav,584.71,10.0,82351461,composed,Khyāl (madhya jhaptāl)-2,74.776,1104.604,1029.828
hindustani_ab_49_Raag_Sawani_s002_composed,hindustani_49_Raag_Sawani,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_49_Raag_Sawani_s002_composed.wav,1208.295,10.0,3294640935,composed,Khyāl (dr̥t tīntāl)-3,1104.604,1322.162,217.558
hindustani_ab_4_Raag_Bhimpalasi_s000_alaap,hindustani_4_Raag_Bhimpalasi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_4_Raag_Bhimpalasi_s000_alaap.wav,64.148,10.0,957973088,alaap,Ālāp-1,0.0,137.665,137.665
hindustani_ab_4_Raag_Bhimpalasi_s001_composed,hindustani_4_Raag_Bhimpalasi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_4_Raag_Bhimpalasi_s001_composed.wav,708.797,10.0,2145543441,composed,Khyāl (vilambit jhūmrā)-2,137.665,1290.286,1152.621
hindustani_ab_4_Raag_Bhimpalasi_s002_composed,hindustani_4_Raag_Bhimpalasi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_4_Raag_Bhimpalasi_s002_composed.wav,1425.103,10.0,2426168730,composed,Khyāl (madhya tīntāl)-3,1290.286,1569.332,279.046
hindustani_ab_4_Raag_Bhimpalasi_s003_composed,hindustani_4_Raag_Bhimpalasi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_4_Raag_Bhimpalasi_s003_composed.wav,1733.32,10.0,2331488929,composed,Tarānā (dr̥t tīntāl)-4,1569.332,1985.387,416.055
hindustani_ab_50_Irani_Bhairavi_Thumri_s000_alaap,hindustani_50_Irani_Bhairavi_Thumri,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_50_Irani_Bhairavi_Thumri_s000_alaap.wav,43.899,10.0,2705804706,alaap,Ālāp-1,0.0,97.257,97.257
hindustani_ab_50_Irani_Bhairavi_Thumri_s001_composed,hindustani_50_Irani_Bhairavi_Thumri,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_50_Irani_Bhairavi_Thumri_s001_composed.wav,223.773,10.0,1541536216,composed,Ṭhumri (kēharvā)-2,97.257,360.307,263.05
hindustani_ab_51_Raag_Bairagi_s000_alaap,hindustani_51_Raag_Bairagi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_51_Raag_Bairagi_s000_alaap.wav,48.362,10.0,173451926,alaap,Ālāp-1,0.0,106.487,106.487
hindustani_ab_51_Raag_Bairagi_s001_composed,hindustani_51_Raag_Bairagi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_51_Raag_Bairagi_s001_composed.wav,921.268,10.0,562421701,composed,Khyāl (vilambit ēktāl)-2,106.487,1745.357,1638.87
hindustani_ab_51_Raag_Bairagi_s002_composed,hindustani_51_Raag_Bairagi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_51_Raag_Bairagi_s002_composed.wav,2124.796,10.0,4133377900,composed,Khyāl (dr̥t tīntāl)-3,1745.357,2513.371,768.014
hindustani_ab_52_Raag_Saraswati_s000_alaap,hindustani_52_Raag_Saraswati,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_52_Raag_Saraswati_s000_alaap.wav,23.109,10.0,2119114814,alaap,Ālāp-1,0.0,55.575,55.575
hindustani_ab_52_Raag_Saraswati_s001_composed,hindustani_52_Raag_Saraswati,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_52_Raag_Saraswati_s001_composed.wav,417.889,10.0,4129743995,composed,Khyāl (dr̥t tīntāl)-2,55.575,790.047,734.472
hindustani_ab_54_Raag_Chandrakauns_s000_alaap,hindustani_54_Raag_Chandrakauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_54_Raag_Chandrakauns_s000_alaap.wav,20.797,10.0,388929896,alaap,Ālāp-1,0.0,50.7,50.7
hindustani_ab_54_Raag_Chandrakauns_s001_composed,hindustani_54_Raag_Chandrakauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_54_Raag_Chandrakauns_s001_composed.wav,139.613,10.0,3007562629,composed,Khyāl (madhya tīntāl)-2,50.7,239.008,188.308
hindustani_ab_55_Majh_Khamaj_Thumri_s000_alaap,hindustani_55_Majh_Khamaj_Thumri,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_55_Majh_Khamaj_Thumri_s000_alaap.wav,23.973,10.0,1681718755,alaap,Ālāp-1,0.0,58.317,58.317
hindustani_ab_55_Majh_Khamaj_Thumri_s001_composed,hindustani_55_Majh_Khamaj_Thumri,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_55_Majh_Khamaj_Thumri_s001_composed.wav,185.486,10.0,91541746,composed,Ṭhumri (madhya ādhā)-2,58.317,323.495,265.178
hindustani_ab_56_Raag_Malkauns_s000_alaap,hindustani_56_Raag_Malkauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_56_Raag_Malkauns_s000_alaap.wav,155.615,10.0,1840922915,alaap,Ālāp-1,0.0,321.535,321.535
hindustani_ab_56_Raag_Malkauns_s001_composed,hindustani_56_Raag_Malkauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_56_Raag_Malkauns_s001_composed.wav,1046.124,10.0,2444060904,composed,Khyāl (vilambit jhaptāl)-2,321.535,1780.286,1458.751
hindustani_ab_56_Raag_Malkauns_s002_composed,hindustani_56_Raag_Malkauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_56_Raag_Malkauns_s002_composed.wav,1881.653,10.0,3633872092,composed,Khyāl (madhya tīntāl)-3,1780.286,1992.191,211.905
hindustani_ab_56_Raag_Malkauns_s003_composed,hindustani_56_Raag_Malkauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_56_Raag_Malkauns_s003_composed.wav,2150.649,10.0,2623806986,composed,Khyāl (dr̥t tīntāl)-4,1992.191,2318.49,326.299
hindustani_ab_57_Raag_Hameer_s000_alaap,hindustani_57_Raag_Hameer,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_57_Raag_Hameer_s000_alaap.wav,33.896,10.0,1781302895,alaap,Ālāp-1,0.0,77.673,77.673
hindustani_ab_57_Raag_Hameer_s001_composed,hindustani_57_Raag_Hameer,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_57_Raag_Hameer_s001_composed.wav,357.31,10.0,707748392,composed,Khyāl (madhya jhaptāl)-2,77.673,646.135,568.462
hindustani_ab_57_Raag_Hameer_s002_composed,hindustani_57_Raag_Hameer,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_57_Raag_Hameer_s002_composed.wav,768.327,10.0,1834427793,composed,Khyāl (dr̥t ēktāl)-3,646.135,901.146,255.011
hindustani_ab_58_Raag_Jog_s000_alaap,hindustani_58_Raag_Jog,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_58_Raag_Jog_s000_alaap.wav,56.366,10.0,1886341675,alaap,Ālāp-1,0.0,122.694,122.694
hindustani_ab_58_Raag_Jog_s001_composed,hindustani_58_Raag_Jog,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_58_Raag_Jog_s001_composed.wav,771.931,10.0,157365691,composed,Khyāl (vilambit ēktāl)-2,122.694,1431.887,1309.193
hindustani_ab_58_Raag_Jog_s002_composed,hindustani_58_Raag_Jog,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_58_Raag_Jog_s002_composed.wav,1718.167,10.0,958971211,composed,Khyāl (dr̥t tīntāl)-3,1431.887,2013.492,581.605
hindustani_ab_59_Bairagi_s000_alaap,hindustani_59_Bairagi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_59_Bairagi_s000_alaap.wav,26.799,10.0,2794799932,alaap,Ālāp-1,3.298,59.49,56.192
hindustani_ab_59_Bairagi_s001_composed,hindustani_59_Bairagi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_59_Bairagi_s001_composed.wav,364.631,10.0,2932079938,composed,Khyāl (vilambit ēktāl)-2,59.49,679.834,620.344
hindustani_ab_59_Bairagi_s002_composed,hindustani_59_Bairagi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_59_Bairagi_s002_composed.wav,783.984,10.0,1161906953,composed,Khyāl (dr̥t ēktāl)-3,679.834,898.664,218.83
hindustani_ab_5_Raag_Kalyan_s000_alaap,hindustani_5_Raag_Kalyan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_5_Raag_Kalyan_s000_alaap.wav,50.767,10.0,3779859452,alaap,Ālāp-1,0.0,111.526,111.526
hindustani_ab_5_Raag_Kalyan_s001_composed,hindustani_5_Raag_Kalyan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_5_Raag_Kalyan_s001_composed.wav,759.049,10.0,499167810,composed,Khyāl (vilambit jhūmrā)-2,111.526,1415.755,1304.229
hindustani_ab_5_Raag_Kalyan_s002_composed,hindustani_5_Raag_Kalyan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_5_Raag_Kalyan_s002_composed.wav,1719.02,10.0,2357146779,composed,Khyāl (dr̥t tīntāl)-3,1415.755,2032.091,616.336
hindustani_ab_62_Malkauns_s000_alaap,hindustani_62_Malkauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_62_Malkauns_s000_alaap.wav,9.582,10.0,1495120988,alaap,Ālāp-1,0.0,29.694,29.694
hindustani_ab_62_Malkauns_s001_composed,hindustani_62_Malkauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_62_Malkauns_s001_composed.wav,124.462,10.0,849031557,composed,Khyāl (vilambit ēktāl)-2,29.694,228.647,198.953
hindustani_ab_62_Malkauns_s002_composed,hindustani_62_Malkauns,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_62_Malkauns_s002_composed.wav,275.926,10.0,3239369750,composed,Tarānā (dr̥t tīntāl)-3,228.647,332.826,104.179
hindustani_ab_63_Multani_s000_alaap,hindustani_63_Multani,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_63_Multani_s000_alaap.wav,33.326,10.0,2760194719,alaap,Ālāp-1,0.131,77.278,77.147
hindustani_ab_63_Multani_s001_composed,hindustani_63_Multani,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_63_Multani_s001_composed.wav,225.429,10.0,785843013,composed,Khyāl (madhya tīntāl)-2,77.278,383.543,306.265
hindustani_ab_63_Multani_s002_composed,hindustani_63_Multani,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_63_Multani_s002_composed.wav,519.334,10.0,1479004665,composed,Khyāl (dr̥t tīntāl)-3,383.543,665.234,281.691
hindustani_ab_64_Todi_s000_alaap,hindustani_64_Todi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_64_Todi_s000_alaap.wav,28.876,10.0,361448107,alaap,Ālāp-1,2.508,64.663,62.155
hindustani_ab_64_Todi_s001_composed,hindustani_64_Todi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_64_Todi_s001_composed.wav,221.937,10.0,2114070097,composed,Khyāl (vilambit jhūmrā)-2,64.663,388.898,324.235
hindustani_ab_64_Todi_s002_composed,hindustani_64_Todi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_64_Todi_s002_composed.wav,459.647,10.0,775290791,composed,Khyāl (dr̥t tīntāl)-3,388.898,540.97,152.072
hindustani_ab_65_Nat_Bhairon_s000_alaap,hindustani_65_Nat_Bhairon,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_65_Nat_Bhairon_s000_alaap.wav,30.383,10.0,2175598273,alaap,Ālāp-1,1.559,70.131,68.572
hindustani_ab_65_Nat_Bhairon_s001_composed,hindustani_65_Nat_Bhairon,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_65_Nat_Bhairon_s001_composed.wav,221.405,10.0,3951779520,composed,Khyāl (vilambit jhūmrā)-2,70.131,382.824,312.693
hindustani_ab_65_Nat_Bhairon_s002_composed,hindustani_65_Nat_Bhairon,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_65_Nat_Bhairon_s002_composed.wav,440.76,10.0,1180795100,composed,Khyāl (madhya tīntāl)-3,382.824,509.25,126.426
hindustani_ab_65_Nat_Bhairon_s003_composed,hindustani_65_Nat_Bhairon,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_65_Nat_Bhairon_s003_composed.wav,568.608,10.0,887015237,composed,Khyāl (dr̥t ēktāl)-4,509.25,637.78,128.53
hindustani_ab_66_Aahir_Bhairon_s000_alaap,hindustani_66_Aahir_Bhairon,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_66_Aahir_Bhairon_s000_alaap.wav,34.187,10.0,321732280,alaap,Ālāp-1,2.873,76.231,73.358
hindustani_ab_66_Aahir_Bhairon_s001_composed,hindustani_66_Aahir_Bhairon,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_66_Aahir_Bhairon_s001_composed.wav,249.814,10.0,1928779284,composed,Khyāl (vilambit jhaptāl)-2,76.231,434.041,357.81
hindustani_ab_66_Aahir_Bhairon_s002_composed,hindustani_66_Aahir_Bhairon,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_66_Aahir_Bhairon_s002_composed.wav,506.726,10.0,2353962555,composed,Khyāl (dr̥t tīntāl)-3,434.041,588.904,154.863
hindustani_ab_67_Sudh_Sarang_s000_alaap,hindustani_67_Sudh_Sarang,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_67_Sudh_Sarang_s000_alaap.wav,26.127,10.0,3042285872,alaap,Ālāp-1,0.0,62.163,62.163
hindustani_ab_67_Sudh_Sarang_s001_composed,hindustani_67_Sudh_Sarang,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_67_Sudh_Sarang_s001_composed.wav,321.701,10.0,2540248474,composed,Khyāl (vilambit ēktāl)-2,62.163,591.029,528.866
hindustani_ab_67_Sudh_Sarang_s002_composed,hindustani_67_Sudh_Sarang,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_67_Sudh_Sarang_s002_composed.wav,692.45,10.0,696233393,composed,Khyāl (dr̥t tīntāl)-3,591.029,804.754,213.725
hindustani_ab_68_Raageshree_s000_alaap,hindustani_68_Raageshree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_68_Raageshree_s000_alaap.wav,27.772,10.0,2354111029,alaap,Ālāp-1,2.482,62.621,60.139
hindustani_ab_68_Raageshree_s001_composed,hindustani_68_Raageshree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_68_Raageshree_s001_composed.wav,206.051,10.0,1083137564,composed,Khyāl (vilambit jhūmrā)-2,62.621,360.212,297.591
hindustani_ab_68_Raageshree_s002_composed,hindustani_68_Raageshree,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_68_Raageshree_s002_composed.wav,420.858,10.0,1101563433,composed,Khyāl (dr̥t tīntāl)-3,360.212,491.86,131.648
hindustani_ab_69_Sudh_Kalyan_s000_alaap,hindustani_69_Sudh_Kalyan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_69_Sudh_Kalyan_s000_alaap.wav,47.914,10.0,1468384499,alaap,Ālāp-1,0.0,106.823,106.823
hindustani_ab_69_Sudh_Kalyan_s001_composed,hindustani_69_Sudh_Kalyan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_69_Sudh_Kalyan_s001_composed.wav,373.631,10.0,133071323,composed,Khyāl (vilambit ēktāl)-2,106.823,649.829,543.006
hindustani_ab_69_Sudh_Kalyan_s002_composed,hindustani_69_Sudh_Kalyan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_69_Sudh_Kalyan_s002_composed.wav,771.545,10.0,3989899215,composed,Khyāl (dr̥t tīntāl)-3,649.829,902.844,253.015
hindustani_ab_6_Bhairavi_Bhajan_s000_alaap,hindustani_6_Bhairavi_Bhajan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_6_Bhairavi_Bhajan_s000_alaap.wav,19.71,10.0,681198135,alaap,Ālāp-1,0.0,49.437,49.437
hindustani_ab_6_Bhairavi_Bhajan_s001_composed,hindustani_6_Bhairavi_Bhajan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_6_Bhairavi_Bhajan_s001_composed.wav,329.037,10.0,2573894477,composed,Bhajan (madhya rūpak)-2,49.437,618.22,568.783
hindustani_ab_6_Bhairavi_Bhajan_s002_composed,hindustani_6_Bhairavi_Bhajan,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_6_Bhairavi_Bhajan_s002_composed.wav,874.132,10.0,1490484728,composed,Khyāl (madhya kēharvā)-4,859.324,943.508,84.184
hindustani_ab_71_Bilaskhani_Todi_s000_alaap,hindustani_71_Bilaskhani_Todi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_71_Bilaskhani_Todi_s000_alaap.wav,43.016,10.0,315551789,alaap,Ālāp-1,3.854,91.765,87.911
hindustani_ab_71_Bilaskhani_Todi_s001_composed,hindustani_71_Bilaskhani_Todi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_71_Bilaskhani_Todi_s001_composed.wav,361.931,10.0,2222383220,composed,Khyāl (vilambit tīntāl)-2,91.765,642.426,550.661
hindustani_ab_71_Bilaskhani_Todi_s002_composed,hindustani_71_Bilaskhani_Todi,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_71_Bilaskhani_Todi_s002_composed.wav,742.581,10.0,2820034111,composed,Khyāl (dr̥t tīntāl)-3,642.426,853.734,211.308
hindustani_ab_72_Maru_Bihag_s000_alaap,hindustani_72_Maru_Bihag,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_72_Maru_Bihag_s000_alaap.wav,25.97,10.0,4231556130,alaap,Ālāp-1,0.279,61.388,61.109
hindustani_ab_72_Maru_Bihag_s001_composed,hindustani_72_Maru_Bihag,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_72_Maru_Bihag_s001_composed.wav,382.786,10.0,3988083529,composed,Khyāl (vilambit ēktāl)-2,61.388,713.535,652.147
hindustani_ab_72_Maru_Bihag_s002_composed,hindustani_72_Maru_Bihag,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_72_Maru_Bihag_s002_composed.wav,831.856,10.0,2256834553,composed,Khyāl (dr̥t tīntāl)-3,713.535,961.097,247.562
hindustani_ab_73_Kalavati_s000_alaap,hindustani_73_Kalavati,hindustani,/Users/prita/Desktop/Audio Fingerprinting/afp_bench/data/queries/hindustani/ablation/hindustani_ab_73_Kalavati_s000_alaap.wav,9.798,10.0,3223794413,alaap,Ālāp-0,0.718,28.943,28.225
